"","INSPECTION_DATE","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","INSPECTION_PATHWAY","ORIGIN","SUBCATEGORY","INSPECTION_LOCATION_STATE_CODE","DETERMINATION_TYPE","PEST_TAXONOMIC_NAME","QUARANTINE_RECOMMENDATION","DIAGNOSTIC_DETERMINATION_ID","DIAGNOSTIC_REQUEST_ID","NUMBER_DEAD_ADULTS","NUMBER_DEAD_CYSTS","NUMBER_DEAD_EGGS","NUMBER_DEAD_IMMATURE","NUMBER_DEAD_PUPAE","NUMBER_ALIVE_ADULTS","NUMBER_ALIVE_CYSTS","NUMBER_ALIVE_EGGS","NUMBER_ALIVE_IMMATURE","NUMBER_ALIVE_PUPAE","PEST_TAXON_ID","PEST_TAXONOMY_KINGDOM","PEST_TAXONOMY_PHYLUM","PEST_TAXONOMY_CLASS","PEST_TAXONOMY_ORDER","PEST_TAXONOMY_FAMILY","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES","PEST_TAXON_SIMPLE_NAME","ID_AUTHORITY","DETERMINATION_TYPE_ID","DETERMINED_BY_GROUP_ID","DETERMINATION_DATETIME","QUARANTINE_STATUS_HAWAII","QUARANTINE_STATUS_PUERTO_RICO","QUARANTINE_STATUS_CONUS","ID","DIAGNOSTIC_DETERMINATION_NOT_POSSIBLE_REASON"
"161","2025-01-17","Begonia darthvaderiana  (Begoniaceae)","Begonia darthvaderiana  (Begoniaceae)","Airport - Aircraft - Cargo - PIS","India","PIS","CA","Final ID","Histiostomatidae","No Phytosanitary Action",1668695,789167,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,146,"Animalia","Arthropoda","Arachnida","Sarcoptiformes","Histiostomatidae",NA,NA,"Histiostomatidae","Earned - Final",5887,17411,"2025-01-17 08:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"162","2023-11-15","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","GA","Final ID","Cleridae","No Phytosanitary Action",1354000,634129,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2743,"Animalia","Arthropoda","Insecta","Coleoptera","Cleridae",NA,NA,"Cleridae","Conferred - Final",5887,17411,"2023-11-17 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"163","2023-11-15","Begonia rex - Begonia rex","Begonia rex","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","GA","Final ID","Duponchelia fovealis Zeller (Crambidae)","No Phytosanitary Action",1354019,633090,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7470,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Duponchelia","fovealis","fovealis","Earned - Final",5887,17412,"2023-11-17 05:00:00.0000000","Quarantine","Quarantine","Non-Quarantine",NA,NA
"164","2023-03-22","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Canada","PIS","HI","Final ID","Chlorophyta","No Phytosanitary Action",1195106,560908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11350,"Plantae",NA,NA,NA,NA,NA,NA,"Chlorophyta","Conferred - Final",5887,17411,"2023-03-22 10:00:00.0000000","Uncategorized","Uncategorized","Uncategorized",NA,NA
"165","2023-03-22","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Canada","PIS","HI","Final ID","Scenopinidae","No Phytosanitary Action",1195110,560910,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3182,"Animalia","Arthropoda","Insecta","Diptera","Scenopinidae",NA,NA,"Scenopinidae","Conferred - Final",5887,17411,"2023-03-22 10:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"166","2018-02-18","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Germany","PIS","GA","Final ID","Muscidae","No Phytosanitary Action",500758,234896,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3141,"Animalia","Arthropoda","Insecta","Diptera","Muscidae",NA,NA,"Muscidae","Earned - Final",5887,17412,"2018-02-20 12:58:53.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"167","2018-02-18","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Germany","PIS","GA","Final ID","Diapriidae","No Phytosanitary Action",500777,234905,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6716,"Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae",NA,NA,"Diapriidae","Earned - Final",5887,17412,"2018-02-20 15:08:18.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"168","2019-05-20","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Mail - PIS Mail","Japan","PIS","HI","Final ID","Aphelenchoides bicaudatus (Imamura) Filipjev & Schuumans Stekhoven (Aphelenchoididae)","No Phytosanitary Action",307054,147985,NA,NA,NA,NA,NA,3,NA,NA,10,NA,39868,"Animalia","Nematoda","Chromadorea","Rhabditida","Aphelenchoididae","Aphelenchoides","bicaudatus","bicaudatus","Earned - Final",5887,17412,"2019-05-24 17:12:07.0000000","Uncategorized","Uncategorized","Non-Quarantine",NA,NA
"169","2018-12-10","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Thailand","PIS","FL","Final ID","Colletotrichum sp. (Glomerellaceae)","Phytosanitary Action",374942,178679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10815,"Fungi",NA,"Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum",NA,"Colletotrichum","Earned - Final",5887,17412,"2018-12-13 14:16:14.0000000","Quarantine","Quarantine","Quarantine",NA,NA
"170","2019-07-30","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Thailand","PIS","FL","Final ID","Cylindrocladiella sp. (Nectriaceae)","Phytosanitary Action",279531,135562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52781,"Fungi",NA,"Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocladiella",NA,"Cylindrocladiella","Earned - Final",5887,17412,"2019-08-01 14:56:01.0000000","Uncategorized","Uncategorized","Uncategorized",NA,NA
"171","2024-04-04","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469088,698043,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"172","2024-04-04","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Express Carrier - PIS","Indonesia","PIS","CA","Final ID","Oribatida","No Phytosanitary Action",1469087,698045,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,39174,"Animalia","Arthropoda","Arachnida","Sarcoptiformes",NA,NA,NA,"Oribatida","Earned - Final",5887,17411,"2024-04-04 07:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"173","2022-01-31","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","El Salvador","PIS","GA","Final ID","Cryptophilus sp. (Erotylidae)","No Phytosanitary Action",919881,432300,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2857,"Animalia","Arthropoda","Insecta","Coleoptera","Erotylidae","Cryptophilus",NA,"Cryptophilus","Conferred - Final",5887,17411,"2022-02-03 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"174","2025-02-12","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Germany","PIS","GA","Final ID","Aclista sp. (Diapriidae)","No Phytosanitary Action",1687014,797111,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,89213,"Animalia","Arthropoda","Insecta","Hymenoptera","Diapriidae","Aclista",NA,"Aclista","Earned - Final",5887,17412,"2025-02-12 05:00:00.0000000","Uncategorized","Uncategorized","Uncategorized",NA,NA
"175","2025-08-27","Begonia elatior (Begoniaceae) - Begonia elatior","Begonia elatior (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Uganda","PIS","GA","Final ID","Lagria villosa Fabricius  (Tenebrionidae)","Phytosanitary Action",1836076,863879,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,2355,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Lagria","villosa","villosa","Earned - Final",5887,17412,"2025-08-27 07:00:00.0000000","Uncategorized","Uncategorized","Quarantine",NA,NA
"176","2025-02-12","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Germany","PIS","GA","Final ID","Entomobryidae","No Phytosanitary Action",1686994,797109,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,348,"Animalia","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA,"Entomobryidae","Conferred - Final",5887,17411,"2025-02-12 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"177","2023-12-10","Begonia sp. - Begonia sp.","Begonia sp.","Airport - Aircraft - Cargo - PIS","Uganda","PIS","GA","Final ID","Collembola","No Phytosanitary Action",1367222,640695,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,341,"Animalia","Arthropoda","Collembola",NA,NA,NA,NA,"Collembola","Earned - Final",5887,17411,"2023-12-10 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"178","2021-02-22","Begonia hybrid (Begoniaceae)","Begonia hybrid (Begoniaceae)","Airport - Aircraft - Cargo - PIS","Uganda","PIS","GA","Final ID","Chironomidae","No Phytosanitary Action",683845,317124,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3102,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae","Conferred - Final",5887,17411,"2021-02-22 05:00:00.0000000","Non-Quarantine","Non-Quarantine","Non-Quarantine",NA,NA
"179","2024-09-16","Begonia maculata - Begonia maculata","Begonia maculata","Airport - Aircraft - Cargo - PIS","Netherlands","PIS","FL","Final ID","Aphididae","Phytosanitary Action",1588991,752967,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5321,"Animalia","Arthropoda","Insecta","Hemiptera","Aphididae",NA,NA,"Aphididae","Earned - Final",5887,17411,"2024-09-16 04:00:00.0000000","Quarantine","Quarantine","Quarantine",NA,NA
