"","INSPECTION_DATE","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","INSPECTION_PATHWAY","ORIGIN","SUBCATEGORY","INSPECTION_LOCATION_STATE_CODE","DETERMINATION_TYPE","PEST_TAXONOMIC_NAME","QUARANTINE_RECOMMENDATION","DIAGNOSTIC_DETERMINATION_ID","DIAGNOSTIC_REQUEST_ID","NUMBER_DEAD_ADULTS","NUMBER_DEAD_CYSTS","NUMBER_DEAD_EGGS","NUMBER_DEAD_IMMATURE","NUMBER_DEAD_PUPAE","NUMBER_ALIVE_ADULTS","NUMBER_ALIVE_CYSTS","NUMBER_ALIVE_EGGS","NUMBER_ALIVE_IMMATURE","NUMBER_ALIVE_PUPAE","PEST_TAXON_ID","PEST_TAXONOMY_KINGDOM","PEST_TAXONOMY_PHYLUM","PEST_TAXONOMY_CLASS","PEST_TAXONOMY_ORDER","PEST_TAXONOMY_FAMILY","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES"
"7106","2024-04-17","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ","Airport - Aircraft - Cargo - CBP","Colombia","CBP","FL","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",1477919,702198,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7107","2021-10-22","Lactuca sativa (Asteraceae) - LETTUCE","Lactuca sativa (Asteraceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",854658,400044,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7108","2021-09-10","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ","Airport - Aircraft - Cargo - CBP","India","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",825533,386103,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7109","2021-10-27","Thymus vulgaris - THYME","Thymus vulgaris","Airport - Aircraft - Cargo - CBP","West Bank","CBP","NY","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",857082,401524,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7110","2017-12-22","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",521043,244021,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7111","2017-04-18","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",623252,289703,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7112","2020-08-31","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",56486,35529,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7113","2019-10-22","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",232478,114568,0,NA,NA,NA,NA,1,NA,NA,NA,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7114","2021-01-16","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","Phytosanitary Action",246638,120725,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7115","2024-05-22","Limonium sp. - Limonium","Limonium sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1505500,715227,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7116","2024-02-08","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1426437,678177,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7117","2017-06-27","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ","Airport - Aircraft - Cargo - CBP","Colombia","CBP","FL","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",590489,275157,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"7118","2021-04-19","Allium schoenoprasum - CHIVE","Allium schoenoprasum","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera sp. (Noctuidae)","No Phytosanitary Action",711805,330272,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"7119","2024-01-03","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)","Airport - Aircraft - Cargo - CBP","Colombia","CBP","NY","Final ID","Spodoptera albula (Walker) (Noctuidae)","No Phytosanitary Action",1381872,647767,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7299,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","albula"
"7120","2018-04-27","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera sp. (Noctuidae)","No Phytosanitary Action",473945,222910,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"7121","2019-12-17","Dendrobium sp. - Dendrobium","Dendrobium sp.","Airport - Aircraft - Cargo - CBP","Thailand","CBP","HI","Final ID","Spodoptera litura (Fabricius) (Noctuidae)","Phytosanitary Action",204793,102474,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7308,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","litura"
"7122","2019-08-30","Rosa sp. - Rosa","Rosa sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",264092,128579,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7123","2017-07-22","Solanum lycopersicum - TOMATO","Solanum lycopersicum","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",580396,270572,0,NA,NA,NA,NA,1,NA,NA,NA,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7124","2025-02-02","Capsicum chinense - BONNET PEPPER","Capsicum chinense","Airport - Aircraft - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1678882,793650,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7125","2025-04-15","Zingiber officinale - GINGER ROOT","Zingiber officinale","Maritime Port - Vessel - Cargo - CBP","Honduras","CBP","FL","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",1733163,817260,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7126","2022-12-29","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1141263,535573,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7127","2024-10-16","Capsicum chinense - BONNET PEPPER","Capsicum chinense","Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1609044,761864,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7128","2017-12-13","Brassica rapa var. parachinensis  - Brassica rapa parachinensis","Brassica rapa var. parachinensis ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",523774,245257,NA,NA,NA,0,NA,NA,NA,NA,3,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7129","2018-06-02","Lactuca sativa (Asteraceae) - LETTUCE","Lactuca sativa (Asteraceae)","Airport - Aircraft - Cargo - CBP","Peru","CBP","FL","Final ID","Spodoptera eridania (Cramer) (Noctuidae)","No Phytosanitary Action",458378,216010,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7303,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","eridania"
"7130","2018-02-11","Lactuca sativa (Asteraceae) - LETTUCE","Lactuca sativa (Asteraceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",502838,235846,NA,NA,NA,0,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7131","2024-09-20","Lactuca sativa var. longifolia  - Romaine Lettuce","Lactuca sativa var. longifolia ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1592712,754449,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7132","2024-09-20","Lactuca sativa var. longifolia  - Romaine Lettuce","Lactuca sativa var. longifolia ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1592713,754450,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7133","2024-09-20","Lactuca sativa var. longifolia  - Romaine Lettuce","Lactuca sativa var. longifolia ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1592714,754452,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7134","2018-12-03","Mentha sp. - MINT","Mentha sp.","Airport - Aircraft - Cargo - CBP","Israel","CBP","NJ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",376889,179534,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7135","2019-01-23","Zea mays - CORN","Zea mays","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",357560,170856,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7136","2019-07-15","Ruscus sp. - Ruscus","Ruscus sp.","Airport - Aircraft - Cargo - CBP","Colombia","CBP","PR","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",284753,137960,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7137","2023-06-14","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.","Land Border - Truck - Conveyance - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1249159,585926,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7138","2019-11-13","Kalanchoe sp. - Kalanchoe","Kalanchoe sp.","Airport - Aircraft - Cargo - CBP","Ecuador","CBP","FL","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",220642,109464,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7139","2021-09-03","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",818051,382340,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7140","2017-11-01","Tagetes sp.  - Tagetes","Tagetes sp. ","Airport - Aircraft - Cargo - CBP","India","CBP","NY","Final ID","Spodoptera litura (Fabricius) (Noctuidae)","Phytosanitary Action",540200,252488,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7308,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","litura"
"7141","2023-05-18","Capsicum sp. - Other Pepper","Capsicum sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1232185,577917,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7142","2023-02-07","Mentha sp. - MINT","Mentha sp.","Airport - Aircraft - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1165879,547249,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7143","2022-09-08","Capsicum sp. - Chili Pepper","Capsicum sp.","Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1070094,502427,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7144","2025-10-08","Anemone sp. - Anemone","Anemone sp.","Airport - Aircraft - Cargo - CBP","Ecuador","CBP","FL","Final ID","Spodoptera eridania (Cramer) (Noctuidae)","No Phytosanitary Action",1866247,877158,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7303,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","eridania"
"7145","2022-11-10","Lactuca sativa var. longifolia  - Romaine Lettuce","Lactuca sativa var. longifolia ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1112640,522294,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7146","2023-04-27","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1218227,571170,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7147","2020-06-30","Hoya obscura  (Apocynaceae)","Hoya obscura  (Apocynaceae)","Airport - Aircraft - Cargo - PIS","Thailand","PIS","FL","Final ID","Spodoptera litura (Fabricius) (Noctuidae)","Phytosanitary Action",79255,45747,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7308,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","litura"
"7148","2018-12-04","Zea mays - CORN","Zea mays","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",375777,179045,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7149","2020-05-15","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",92833,51804,NA,NA,NA,0,NA,NA,NA,NA,4,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7150","2021-12-03","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",884052,414899,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7151","2018-10-21","Anethum graveolens (Apiaceae) - DILL","Anethum graveolens (Apiaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",394438,187362,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7152","2018-10-31","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.","Maritime Port - Vessel - Cargo - CBP","Colombia","CBP","PA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",390284,185493,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7153","2017-12-11","Allium schoenoprasum - CHIVE","Allium schoenoprasum","Airport - Aircraft - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera sp. (Noctuidae)","No Phytosanitary Action",524690,245662,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"7154","2022-05-02","Matthiola sp. - Matthiola","Matthiola sp.","Airport - Aircraft - Cargo - CBP","Colombia","CBP","PR","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",982826,461881,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7155","2025-05-26","Nerium sp. - Nerium","Nerium sp.","Airport - Aircraft - Cargo - CBP","India","CBP","NY","Final ID","Spodoptera litura (Fabricius) (Noctuidae)","Phytosanitary Action",1767182,832815,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7308,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","litura"
"7156","2025-09-15","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1850701,870560,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7157","2018-07-17","Lippia graveolens - OREGANO (MEXICAN)","Lippia graveolens","Airport - Aircraft - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",438247,206990,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7158","2018-12-05","Ranunculus sp. - Ranunculus","Ranunculus sp.","Airport - Aircraft - Cargo - CBP","Italy","CBP","TX","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",375057,178731,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"7159","2019-04-17","Scabiosa sp. - Scabiosa","Scabiosa sp.","Airport - Aircraft - Cargo - CBP","Israel","CBP","FL","Final ID","Spodoptera sp. (Noctuidae)","Phytosanitary Action",321812,154691,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7297,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA
"7160","2020-05-25","Mentha sp. - MINT","Mentha sp.","Airport - Aircraft - Cargo - CBP","Ecuador","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",90522,50761,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7161","2021-05-24","Allium schoenoprasum - CHIVE","Allium schoenoprasum","Airport - Aircraft - Cargo - CBP","Israel","CBP","NY","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",738540,343425,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7162","2024-05-16","Capsicum annuum - BELL PEPPER","Capsicum annuum","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1501292,713187,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7163","2025-10-08","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",1867014,877427,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7164","2018-06-22","Dianthus sp. - Dianthus","Dianthus sp.","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",449479,212008,NA,NA,NA,0,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7165","2021-12-03","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",884056,414900,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7166","2022-01-04","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",901019,423092,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7167","2019-12-03","Capsicum sp. - Other Pepper","Capsicum sp.","Maritime Port - Vessel - Cargo - CBP","Dominican Republic","CBP","FL","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",211751,105534,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7168","2024-01-02","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",1381034,647454,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7169","2022-07-03","Mentha sp. - MINT","Mentha sp.","Airport - Aircraft - Cargo - CBP","Colombia","CBP","FL","Final ID","Spodoptera eridania (Cramer) (Noctuidae)","No Phytosanitary Action",1024895,481618,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7303,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","eridania"
"7170","2018-02-27","Brassica rapa var. parachinensis  - Brassica rapa parachinensis","Brassica rapa var. parachinensis ","Land Border - Truck - Cargo - CBP","Mexico","CBP","CA","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",496609,233051,NA,NA,NA,0,NA,NA,NA,NA,2,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7171","2019-03-27","Physalis philadelphica - TOMATILLO","Physalis philadelphica","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera exigua (Hübner) (Noctuidae)","No Phytosanitary Action",331164,158856,NA,NA,NA,0,NA,NA,NA,NA,1,NA,7304,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","exigua"
"7172","2017-04-23","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)","Land Border - Truck - Cargo - CBP","Mexico","CBP","TX","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",620708,288562,0,NA,NA,NA,NA,1,NA,NA,NA,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
"7173","2020-12-29","Apium graveolens var. dulce  - CELERY","Apium graveolens var. dulce ","Land Border - Truck - Cargo - CBP","Mexico","CBP","AZ","Final ID","Spodoptera frugiperda (J.E. Smith) (Noctuidae)","No Phytosanitary Action",169664,86707,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7305,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","frugiperda"
